Protein Group,Protein ID,Accession,Significance,-10lgP,Si5B-Heavy-Hypoxia : Heavy_Area,Si5B-Heavy-Hypoxia : Light_Area,SiCTL-Heavy-Hypoxia : Heavy_Area,SiCTL-Heavy-Hypoxia : Light_Area,SiCTL-Heavy-Normoxia : Heavy_Area,SiCTL-Heavy-Normoxia : Light_Area,Ratio Si5B-Heavy-Hypoxia : Heavy,Ratio Si5B-Heavy-Hypoxia : Light,Ratio SiCTL-Heavy-Hypoxia : Heavy,Ratio SiCTL-Heavy-Hypoxia : Light,Ratio SiCTL-Heavy-Normoxia : Heavy,Ratio SiCTL-Heavy-Normoxia : Light,Group 1(Si5B-Heavy-Hypoxia : Heavy; Si5B-Heavy-Hypoxia : Light)_Area,Group 3(SiCTL-Heavy-Hypoxia : Heavy; SiCTL-Heavy-Hypoxia : Light)_Area,Group 5(SiCTL-Heavy-Normoxia : Heavy; SiCTL-Heavy-Normoxia : Light)_Area,Ratio Group 1(Si5B-Heavy-Hypoxia : Heavy; Si5B-Heavy-Hypoxia : Light),Ratio Group 3(SiCTL-Heavy-Hypoxia : Heavy; SiCTL-Heavy-Hypoxia : Light),Ratio Group 5(SiCTL-Heavy-Normoxia : Heavy; SiCTL-Heavy-Normoxia : Light),Max Ratio,Coverage (%),#Peptides,#Unique,PTM,Avg. Mass,Description,pSILAC H/N ratio,pSILAC Si5B/CTL Hyp ratio,Total H/N ratio,Total Si5B/CTL Hyp ratio,Accession,Gene Name,Species
1073,12225,sp|Q9UMY4|SNX12_HUMAN,3.8,98.92,1.58E+07,1.32E+07,5.29E+06,1.24E+07,2.11E+06,4.16E+06,1,0.83,0.33,0.78,0.13,0.26,1.45E+07,8.83E+06,3.13E+06,1,0.61,0.22,4.62,57,9,8,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,19730,Sorting nexin-12 OS=Homo sapiens GN=SNX12 PE=1 SV=3,2.51,2.99,2.82,1.64,Q9UMY4,SNX12,HUMAN
495,11570,sp|O60493|SNX3_HUMAN,1.83,133.11,4.32E+07,4.32E+07,2.13E+07,2.84E+07,5.71E+07,4.42E+07,1,1,0.49,0.66,1.32,1.02,4.32E+07,2.49E+07,5.06E+07,1,0.58,1.17,2.04,79,13,12,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,18762,Sorting nexin-3 OS=Homo sapiens GN=SNX3 PE=1 SV=3,0.37,2.02,0.49,1.74,O60493,SNX3,HUMAN
2000,21107,sp|O75391|SPAG7_HUMAN,2.61,46.83,2.32E+06,2.63E+05,2.24E+05,1.23E+05,3.80E+06,1.70E+06,1,0.11,0.1,0.05,1.63,0.73,1.29E+06,1.74E+05,2.75E+06,1,0.13,2.13,15.82,11,2,2,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,26034,Sperm-associated antigen 7 OS=Homo sapiens GN=SPAG7 PE=1 SV=2,0.06,10.38,0.06,7.44,O75391,SPAG7,HUMAN
1530,11999,sp|P28290|SSFA2_HUMAN,2.47,122.34,1.64E+07,3.16E+06,3.31E+05,3.55E+06,3.21E+06,4.63E+06,1,0.19,0.02,0.22,0.2,0.28,9.76E+06,1.94E+06,3.92E+06,1,0.2,0.4,5.03,9,9,9,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,138386,Sperm-specific antigen 2 OS=Homo sapiens GN=SSFA2 PE=1 SV=3,0.10,49.49,0.49,5.03,P28290,SSFA2,HUMAN
2365,13375,sp|Q9BVQ7|SPA5L_HUMAN,1.04,57.75,5.63E+04,1.04E+06,2.41E+04,1.55E+06,2.23E+05,5.81E+05,1,18.52,0.43,27.45,3.96,10.32,5.49E+05,7.85E+05,4.02E+05,1,1.43,0.73,1.95,5,3,3,Carbamidomethylation; 13C(6) 15N(4) Silac label,80710,Spermatogenesis-associated protein 5-like protein 1 OS=Homo sapiens GN=SPATA5L1 PE=1 SV=2,0.11,2.33,1.95,0.70,Q9BVQ7,SPA5L,HUMAN
550,11370,sp|Q13838|DX39B_HUMAN,3.26,146.68,7.29E+06,3.89E+07,1.49E+06,1.35E+07,4.99E+06,1.05E+07,1,5.33,0.2,1.86,0.69,1.44,2.31E+07,7.51E+06,7.75E+06,1,0.33,0.34,3.07,18,17,5,Carbamidomethylation; 13C(6) 15N(4) Silac label,48991,Spliceosome RNA helicase DDX39B OS=Homo sapiens GN=DDX39B PE=1 SV=1,0.30,4.90,0.97,3.07,Q13838,DX39B,HUMAN
147,11098,sp|P23246|SFPQ_HUMAN,1.74,239.97,6.19E+07,3.77E+08,2.83E+07,2.14E+08,1.11E+08,2.93E+08,1,6.09,0.46,3.46,1.8,4.73,2.19E+08,1.21E+08,2.02E+08,1,0.55,0.92,1.81,49,53,51,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,76150,Splicing factor  proline- and glutamine-rich OS=Homo sapiens GN=SFPQ PE=1 SV=2,0.25,2.18,0.60,1.81,P23246,SFPQ,HUMAN
553,11700,sp|Q13435|SF3B2_HUMAN,3.55,160.71,4.54E+07,5.02E+07,1.86E+07,2.89E+07,6.67E+07,1.19E+08,1,1.11,0.41,0.64,1.47,2.62,4.78E+07,2.38E+07,9.27E+07,1,0.5,1.94,3.9,28,22,22,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,100228,Splicing factor 3B subunit 2 OS=Homo sapiens GN=SF3B2 PE=1 SV=2,0.28,2.44,0.26,2.01,Q13435,SF3B2,HUMAN
583,11295,sp|Q15393|SF3B3_HUMAN,1.53,154.06,2.93E+07,3.62E+07,6.41E+06,3.19E+07,2.73E+07,4.15E+07,1,1.23,0.22,1.09,0.93,1.42,3.27E+07,1.91E+07,3.44E+07,1,0.58,1.05,1.8,22,21,21,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,135577,Splicing factor 3B subunit 3 OS=Homo sapiens GN=SF3B3 PE=1 SV=4,0.23,4.57,0.56,1.71,Q15393,SF3B3,HUMAN
1095,13562,sp|Q9BWJ5|SF3B5_HUMAN,1.1,55.08,1.07E+07,3.74E+07,3.88E+06,2.41E+07,2.73E+07,4.48E+07,1,3.51,0.36,2.25,2.56,4.2,2.40E+07,1.40E+07,3.60E+07,1,0.58,1.5,2.58,41,2,2,Carbamidomethylation; 13C(6) 15N(2) Silac label,10135,Splicing factor 3B subunit 5 OS=Homo sapiens GN=SF3B5 PE=1 SV=1,0.14,2.75,0.39,1.72,Q9BWJ5,SF3B5,HUMAN
2161,14161,sp|Q9Y3B4|SF3B6_HUMAN,1.85,41.29,3.15E+06,2.36E+06,4.36E+05,1.27E+06,5.45E+06,2.41E+06,1,0.75,0.14,0.4,1.73,0.76,2.76E+06,8.51E+05,3.93E+06,1,0.31,1.42,4.62,14,2,2,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,14585,Splicing factor 3B subunit 6 OS=Homo sapiens GN=SF3B6 PE=1 SV=1,0.08,7.24,0.22,3.24,Q9Y3B4,SF3B6,HUMAN
1838,12394,sp|Q01081|U2AF1_HUMAN,5.52,65.56,4.70E+06,4.94E+06,3.67E+05,3.41E+06,0,0,1,1.05,0.08,0.73,0,0,4.82E+06,1.89E+06,0,1,0.39,0,256,17,3,3,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(4) Silac label,27872,Splicing factor U2AF 35 kDa subunit OS=Homo sapiens GN=U2AF1 PE=1 SV=3,#DIV/0!,12.80,#DIV/0!,2.56,Q01081,U2AF1,HUMAN
1838,12393,sp|P0DN76|U2AF5_HUMAN,5.52,65.56,4.70E+06,4.94E+06,3.67E+05,3.41E+06,0,0,1,1.05,0.08,0.73,0,0,4.82E+06,1.89E+06,0,1,0.39,0,256,17,3,3,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(4) Silac label,27872,Splicing factor U2AF 35 kDa subunit-like protein OS=Homo sapiens GN=U2AF1L5 PE=1 SV=1,#DIV/0!,12.80,#DIV/0!,2.56,P0DN76,U2AF5,HUMAN
1071,12588,sp|P26368|U2AF2_HUMAN,2.19,109.52,1.61E+07,4.60E+07,4.64E+06,2.07E+07,2.80E+07,3.29E+07,1,2.86,0.29,1.29,1.74,2.04,3.11E+07,1.27E+07,3.04E+07,1,0.41,0.98,2.45,15,6,6,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,53501,Splicing factor U2AF 65 kDa subunit OS=Homo sapiens GN=U2AF2 PE=1 SV=4,0.17,3.46,0.42,2.45,P26368,U2AF2,HUMAN
600,11536,sp|Q15020|SART3_HUMAN,1.05,159.02,8.84E+06,4.31E+07,3.67E+06,3.58E+07,1.70E+07,4.33E+07,1,4.88,0.42,4.05,1.92,4.9,2.60E+07,1.97E+07,3.01E+07,1,0.76,1.16,1.53,21,14,14,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,109935,Squamous cell carcinoma antigen recognized by T-cells 3 OS=Homo sapiens GN=SART3 PE=1 SV=1,0.22,2.41,0.65,1.32,Q15020,SART3,HUMAN
1940,13195,sp|O95630|STABP_HUMAN,2.05,109.85,4.15E+06,4.24E+06,1.49E+06,5.44E+06,1.39E+06,2.16E+06,1,1.02,0.36,1.31,0.34,0.52,4.19E+06,3.46E+06,1.78E+06,1,0.83,0.42,2.36,14,5,5,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,48077,STAM-binding protein OS=Homo sapiens GN=STAMBP PE=1 SV=1,1.07,2.78,1.95,1.21,O95630,STABP,HUMAN
630,11345,sp|Q9H2G2|SLK_HUMAN,3.08,156.76,9.11E+06,3.08E+07,2.27E+06,1.24E+07,5.54E+06,1.24E+07,1,3.38,0.25,1.36,0.61,1.36,2.00E+07,7.32E+06,8.96E+06,1,0.37,0.45,2.73,20,22,21,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,142695,STE20-like serine/threonine-protein kinase OS=Homo sapiens GN=SLK PE=1 SV=1,0.41,4.02,0.82,2.73,Q9H2G2,SLK,HUMAN
246,11104,sp|P38646|GRP75_HUMAN,2.17,242.69,2.75E+08,1.76E+08,3.89E+07,3.19E+08,4.23E+07,1.42E+08,1,0.64,0.14,1.16,0.15,0.52,2.25E+08,1.79E+08,9.22E+07,1,0.79,0.41,2.44,37,33,31,Carbamidomethylation; Oxidation (M); Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,73681,Stress-70 protein  mitochondrial OS=Homo sapiens GN=HSPA9 PE=1 SV=2,0.92,7.06,1.94,1.26,P38646,GRP75,HUMAN
1086,11491,sp|O43815|STRN_HUMAN,1.46,161.87,9.20E+06,2.85E+07,4.29E+06,1.80E+07,1.03E+07,1.88E+07,1,3.1,0.47,1.95,1.12,2.05,1.89E+07,1.11E+07,1.46E+07,1,0.59,0.77,1.7,26,13,13,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,86132,Striatin OS=Homo sapiens GN=STRN PE=1 SV=4,0.42,2.14,0.76,1.70,O43815,STRN,HUMAN
2112,12746,sp|Q13033|STRN3_HUMAN,4.05,64.27,6.51E+05,1.94E+06,3.13E+05,8.88E+05,2.34E+06,4.75E+06,1,2.97,0.48,1.36,3.59,7.29,1.29E+06,6.00E+05,3.54E+06,1,0.46,2.74,5.9,5,4,3,Carbamidomethylation; 13C(6) 15N(4) Silac label,87209,Striatin-3 OS=Homo sapiens GN=STRN3 PE=1 SV=3,0.13,2.08,0.17,2.16,Q13033,STRN3,HUMAN
2401,13359,sp|A6NHR9|SMHD1_HUMAN,0.36,56.68,9.74E+04,3.26E+05,0,2.85E+05,1.56E+05,2.47E+05,1,3.34,0,2.93,1.6,2.53,2.12E+05,1.43E+05,2.01E+05,1,0.67,0.95,1.48,1,2,2,Carbamidomethylation; 13C(6) 15N(4) Silac label,226372,Structural maintenance of chromosomes flexible hinge domain-containing protein 1 OS=Homo sapiens GN=SMCHD1 PE=1 SV=2,0.00,#DIV/0!,0.71,1.48,A6NHR9,SMHD1,HUMAN
734,11504,sp|Q14683|SMC1A_HUMAN,2.92,130.75,1.04E+07,1.39E+07,4.19E+06,1.07E+07,2.78E+07,2.04E+07,1,1.34,0.4,1.03,2.67,1.97,1.22E+07,7.45E+06,2.41E+07,1,0.61,1.98,3.24,21,20,20,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,143233,Structural maintenance of chromosomes protein 1A OS=Homo sapiens GN=SMC1A PE=1 SV=2,0.15,2.49,0.31,1.63,Q14683,SMC1A,HUMAN
769,11539,sp|Q9UQE7|SMC3_HUMAN,2.16,130.25,7.23E+06,1.27E+07,3.04E+06,6.21E+06,1.31E+07,9.66E+06,1,1.76,0.42,0.86,1.81,1.34,9.97E+06,4.62E+06,1.14E+07,1,0.46,1.14,2.46,18,16,16,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,141541,Structural maintenance of chromosomes protein 3 OS=Homo sapiens GN=SMC3 PE=1 SV=2,0.23,2.38,0.41,2.16,Q9UQE7,SMC3,HUMAN
1337,12717,sp|Q9UBE0|SAE1_HUMAN,0.25,90.97,3.70E+06,1.40E+07,1.43E+06,1.58E+07,5.65E+06,1.41E+07,1,3.8,0.39,4.27,1.53,3.82,8.87E+06,8.60E+06,9.89E+06,1,0.97,1.12,1.15,16,6,6,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,38450,SUMO-activating enzyme subunit 1 OS=Homo sapiens GN=SAE1 PE=1 SV=1,0.25,2.59,0.87,1.03,Q9UBE0,SAE1,HUMAN
1767,11791,sp|P42285|SK2L2_HUMAN,5.91,97.85,3.01E+06,6.81E+06,2.85E+04,2.29E+05,1.25E+06,1.94E+06,1,2.26,0.01,0.08,0.42,0.64,4.91E+06,1.29E+05,1.59E+06,1,0.03,0.32,38.15,9,8,8,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,117805,Superkiller viralicidic activity 2-like 2 OS=Homo sapiens GN=SKIV2L2 PE=1 SV=3,0.02,105.40,0.08,38.15,P42285,SK2L2,HUMAN
1576,13080,sp|Q16637|SMN_HUMAN,0.61,73.63,5.69E+06,8.90E+06,1.21E+06,7.72E+06,7.59E+06,7.95E+06,1,1.56,0.21,1.36,1.33,1.4,7.29E+06,4.47E+06,7.77E+06,1,0.61,1.07,1.74,12,2,2,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,31849,Survival motor neuron protein OS=Homo sapiens GN=SMN1 PE=1 SV=1,0.16,4.70,0.57,1.63,Q16637,SMN,HUMAN
1132,11720,sp|Q8TAQ2|SMRC2_HUMAN,6.94,138.6,7.69E+07,1.44E+07,3.21E+06,8.37E+06,5.88E+06,1.03E+07,1,0.19,0.04,0.11,0.08,0.13,4.56E+07,5.79E+06,8.10E+06,1,0.13,0.18,7.88,11,13,11,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,132879,SWI/SNF complex subunit SMARCC2 OS=Homo sapiens GN=SMARCC2 PE=1 SV=1,0.55,23.94,0.71,7.88,Q8TAQ2,SMRC2,HUMAN
2284,13165,sp|O60264|SMCA5_HUMAN,2.19,58.47,1.33E+06,1.15E+06,7.01E+04,8.51E+04,7.72E+04,1.77E+05,1,0.86,0.05,0.06,0.06,0.13,1.24E+06,7.76E+04,1.27E+05,1,0.06,0.1,15.97,2,2,2,Carbamidomethylation; 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,121905,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 OS=Homo sapiens GN=SMARCA5 PE=1 SV=1,0.91,18.96,0.61,15.97,O60264,SMCA5,HUMAN
2053,12810,sp|Q92925|SMRD2_HUMAN,0.61,77.92,5.48E+05,1.01E+06,2.19E+05,8.71E+05,5.89E+05,1.07E+06,1,1.84,0.4,1.59,1.07,1.95,7.78E+05,5.45E+05,8.29E+05,1,0.7,1.06,1.52,8,4,3,,58921,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2 OS=Homo sapiens GN=SMARCD2 PE=1 SV=3,0.37,2.50,0.66,1.43,Q92925,SMRD2,HUMAN
398,11680,sp|Q9NPQ8|RIC8A_HUMAN,2.57,125.54,1.54E+07,1.67E+07,5.49E+06,1.12E+07,5.47E+06,7.34E+06,1,1.09,0.36,0.73,0.36,0.48,1.60E+07,8.33E+06,6.40E+06,1,0.52,0.4,2.5,21,9,9,Carbamidomethylation; 13C(6) 15N(4) Silac label,59710,Synembryn-A OS=Homo sapiens GN=RIC8A PE=1 SV=3,1.01,2.80,1.30,1.93,Q9NPQ8,RIC8A,HUMAN
177,11072,sp|P50991|TCPD_HUMAN,0.57,253.99,6.29E+07,3.84E+08,2.84E+07,3.48E+08,9.30E+07,3.31E+08,1,6.11,0.45,5.54,1.48,5.26,2.24E+08,1.88E+08,2.12E+08,1,0.84,0.95,1.19,70,41,39,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,57924,T-complex protein 1 subunit delta OS=Homo sapiens GN=CCT4 PE=1 SV=4,0.31,2.21,0.89,1.19,P50991,TCPD,HUMAN
1614,13595,sp|O14907|TX1B3_HUMAN,6.4,74.64,1.08E+07,1.79E+07,6.32E+05,9.81E+05,4.21E+06,4.03E+06,1,1.66,0.06,0.09,0.39,0.37,1.44E+07,8.07E+05,4.12E+06,1,0.06,0.29,17.8,39,3,3,Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,13735,Tax1-binding protein 3 OS=Homo sapiens GN=TAX1BP3 PE=1 SV=2,0.15,17.05,0.20,17.80,O14907,TX1B3,HUMAN
1440,12235,sp|Q8TC07|TBC15_HUMAN,2.04,89.55,2.98E+06,5.85E+06,7.78E+05,2.65E+06,3.18E+06,4.18E+06,1,1.96,0.26,0.89,1.07,1.4,4.42E+06,1.71E+06,3.68E+06,1,0.39,0.83,2.58,10,5,5,Carbamidomethylation; 13C(6) 15N(4) Silac label,79491,TBC1 domain family member 15 OS=Homo sapiens GN=TBC1D15 PE=1 SV=2,0.24,3.83,0.47,2.58,Q8TC07,TBC15,HUMAN
2304,13434,sp|Q9HA65|TBC17_HUMAN,3.7,80.76,1.29E+06,3.76E+06,2.00E+05,7.87E+05,2.44E+06,3.60E+06,1,2.91,0.15,0.61,1.89,2.78,2.53E+06,4.93E+05,3.02E+06,1,0.2,1.19,6.11,5,3,3,13C(6) 15N(4) Silac label,72728,TBC1 domain family member 17 OS=Homo sapiens GN=TBC1D17 PE=1 SV=2,0.08,6.47,0.16,5.12,Q9HA65,TBC17,HUMAN
1933,12500,sp|Q9NUY8|TBC23_HUMAN,1.93,75.78,2.87E+06,4.91E+06,1.06E+06,2.59E+06,1.65E+06,2.03E+06,1,1.71,0.37,0.91,0.58,0.71,3.89E+06,1.83E+06,1.84E+06,1,0.47,0.47,2.13,7,4,4,Carbamidomethylation; 13C(6) 15N(4) Silac label,78322,TBC1 domain family member 23 OS=Homo sapiens GN=TBC1D23 PE=1 SV=3,0.64,2.70,0.99,2.13,Q9NUY8,TBC23,HUMAN
2280,12456,sp|Q9BYX2|TBD2A_HUMAN,6.23,80.72,5.20E+05,2.35E+06,4.14E+04,9.89E+04,0,0,1,4.53,0.08,0.19,0,0,1.44E+06,7.02E+04,0,1,0.05,0,256,8,5,5,Carbamidomethylation; 13C(6) 15N(4) Silac label,105414,TBC1 domain family member 2A OS=Homo sapiens GN=TBC1D2 PE=1 SV=3,#DIV/0!,12.55,#DIV/0!,20.48,Q9BYX2,TBD2A,HUMAN
1801,12662,sp|Q92609|TBCD5_HUMAN,2.31,75.65,5.78E+05,1.94E+06,1.38E+05,9.73E+05,1.57E+06,2.15E+06,1,3.35,0.24,1.68,2.71,3.72,1.26E+06,5.55E+05,1.86E+06,1,0.44,1.48,3.35,8,5,5,13C(6) 15N(2) Silac label,89004,TBC1 domain family member 5 OS=Homo sapiens GN=TBC1D5 PE=1 SV=1,0.09,4.20,0.30,2.26,Q92609,TBCD5,HUMAN
1806,13259,sp|Q9BZE9|ASPC1_HUMAN,0.89,74.47,1.02E+06,8.22E+06,0,9.85E+06,3.28E+06,1.01E+07,1,8.08,0,9.68,3.22,9.93,4.62E+06,4.93E+06,6.69E+06,1,1.07,1.45,1.45,10,3,3,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,60183,Tether containing UBX domain for GLUT4 OS=Homo sapiens GN=ASPSCR1 PE=1 SV=1,0.00,#DIV/0!,0.74,0.94,Q9BZE9,ASPC1,HUMAN
2047,14117,sp|Q99614|TTC1_HUMAN,1.18,64.46,6.65E+06,7.44E+06,1.92E+06,7.25E+06,2.35E+06,2.56E+06,1,1.12,0.29,1.09,0.35,0.38,7.04E+06,4.58E+06,2.45E+06,1,0.65,0.35,2.87,8,3,3,Carbamidomethylation; 13C(6) 15N(4) Silac label,33526,Tetratricopeptide repeat protein 1 OS=Homo sapiens GN=TTC1 PE=1 SV=1,0.82,3.47,1.87,1.54,Q99614,TTC1,HUMAN
2326,13693,sp|Q9NYJ8|TAB2_HUMAN,4.46,85.05,2.56E+05,2.12E+05,1.05E+05,7.42E+04,2.10E+06,4.99E+05,1,0.83,0.41,0.29,8.21,1.95,2.34E+05,8.94E+04,1.30E+06,1,0.38,5.55,14.52,9,5,5,Deamidation (NQ); 13C(6) 15N(4) Silac label,76494,TGF-beta-activated kinase 1 and MAP3K7-binding protein 2 OS=Homo sapiens GN=TAB2 PE=1 SV=1,0.05,2.44,0.07,2.61,Q9NYJ8,TAB2,HUMAN
1998,12692,sp|Q96FV9|THOC1_HUMAN,1.41,68.02,2.39E+05,2.14E+06,1.16E+05,2.17E+06,2.88E+05,7.33E+05,1,8.94,0.48,9.08,1.2,3.07,1.19E+06,1.14E+06,5.11E+05,1,0.96,0.43,2.33,5,3,3,,75666,THO complex subunit 1 OS=Homo sapiens GN=THOC1 PE=1 SV=1,0.40,2.06,2.24,1.04,Q96FV9,THOC1,HUMAN
2277,12819,sp|Q6I9Y2|THOC7_HUMAN,1.15,70.87,1.03E+06,2.48E+06,1.10E+05,1.73E+06,3.92E+05,1.19E+06,1,2.41,0.11,1.68,0.38,1.16,1.76E+06,9.19E+05,7.91E+05,1,0.52,0.45,2.22,20,3,3,Carbamidomethylation,23743,THO complex subunit 7 homolog OS=Homo sapiens GN=THOC7 PE=1 SV=3,0.28,9.37,1.16,1.91,Q6I9Y2,THOC7,HUMAN
2380,31262,sp|P04818|TYSY_HUMAN,2.77,63.8,1.58E+06,2.81E+05,4.21E+05,0,1.51E+06,3.47E+05,1,0.18,0.27,0,0.96,0.22,9.30E+05,2.11E+05,9.28E+05,1,0.23,1,4.42,15,4,4,Carbamidomethylation; 13C(6) 15N(4) Silac label,35716,Thymidylate synthase OS=Homo sapiens GN=TYMS PE=1 SV=3,0.28,3.75,0.23,4.42,P04818,TYSY,HUMAN
331,11314,sp|Q9Y2W1|TR150_HUMAN,0.97,169.03,3.89E+07,1.13E+08,1.90E+07,9.14E+07,5.09E+07,9.97E+07,1,2.91,0.49,2.35,1.31,2.56,7.61E+07,5.52E+07,7.53E+07,1,0.73,0.99,1.38,26,26,26,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,108666,Thyroid hormone receptor-associated protein 3 OS=Homo sapiens GN=THRAP3 PE=1 SV=2,0.37,2.05,0.73,1.38,Q9Y2W1,TR150,HUMAN
1470,11979,sp|Q15643|TRIPB_HUMAN,2.86,105.25,4.61E+06,3.04E+06,4.88E+05,1.12E+06,1.08E+06,1.78E+06,1,0.66,0.11,0.24,0.23,0.39,3.82E+06,8.02E+05,1.43E+06,1,0.21,0.37,4.77,6,9,9,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,227584,Thyroid receptor-interacting protein 11 OS=Homo sapiens GN=TRIP11 PE=1 SV=3,0.45,9.46,0.56,4.77,Q15643,TRIPB,HUMAN
1193,12195,sp|Q07157|ZO1_HUMAN,3.32,77.66,3.44E+06,1.01E+07,5.31E+05,3.06E+06,2.90E+06,4.25E+06,1,2.94,0.15,0.89,0.84,1.24,6.77E+06,1.80E+06,3.57E+06,1,0.27,0.53,3.77,6,6,6,Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,195457,Tight junction protein ZO-1 OS=Homo sapiens GN=TJP1 PE=1 SV=3,0.18,6.47,0.50,3.77,Q07157,ZO1,HUMAN
1295,12028,sp|Q6ZVM7|TM1L2_HUMAN,5.31,78.6,3.71E+06,1.29E+07,4.64E+05,2.66E+06,3.82E+06,6.01E+06,1,3.48,0.12,0.72,1.03,1.62,8.32E+06,1.56E+06,4.91E+06,1,0.19,0.59,5.33,22,5,5,Deamidation (NQ); 13C(6) 15N(4) Silac label,55556,TOM1-like protein 2 OS=Homo sapiens GN=TOM1L2 PE=1 SV=1,0.12,8.01,0.32,5.33,Q6ZVM7,TM1L2,HUMAN
1117,13828,sp|Q96S44|PRPK_HUMAN,1.17,67.02,5.03E+05,4.07E+06,1.44E+05,2.42E+06,2.44E+06,4.78E+06,1,8.09,0.29,4.81,4.84,9.49,2.29E+06,1.28E+06,3.61E+06,1,0.56,1.58,2.82,12,2,2,13C(6) 15N(4) Silac label,28160,TP53-regulating kinase OS=Homo sapiens GN=TP53RK PE=1 SV=2,0.06,3.50,0.36,1.79,Q96S44,PRPK,HUMAN
2243,11989,sp|P51532|SMCA4_HUMAN,2.31,95.09,2.09E+04,1.03E+05,0,4.04E+06,0,0,1,4.93,0,192.93,0,0,6.21E+04,2.02E+06,0,1,32.53,0,256,2,7,2,Deamidation (NQ),184644,Transcription activator BRG1 OS=Homo sapiens GN=SMARCA4 PE=1 SV=2,#DIV/0!,#DIV/0!,#DIV/0!,0.03,P51532,SMCA4,HUMAN
983,12262,sp|Q969E4|TCAL3_HUMAN,4.13,75.16,8.98E+06,2.61E+07,1.80E+06,7.48E+06,5.91E+06,5.50E+06,1,2.91,0.2,0.83,0.66,0.61,1.76E+07,4.64E+06,5.71E+06,1,0.26,0.33,3.78,28,6,6,13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,22502,Transcription elongation factor A protein-like 3 OS=Homo sapiens GN=TCEAL3 PE=1 SV=1,0.30,4.99,0.81,3.78,Q969E4,TCAL3,HUMAN
1291,12060,sp|P05412|JUN_HUMAN,2.72,100.33,2.35E+07,8.14E+05,1.10E+07,1.18E+06,7.67E+06,2.71E+04,1,0.03,0.47,0.05,0.33,0,1.22E+07,6.08E+06,3.85E+06,1,0.5,0.32,3.16,31,6,6,Carbamidomethylation; Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,35676,Transcription factor AP-1 OS=Homo sapiens GN=JUN PE=1 SV=2,1.43,2.14,1.58,2.00,P05412,JUN,HUMAN
918,20905,sp|Q96K17|BT3L4_HUMAN,3.52,71.16,4.62E+06,3.06E+07,8.94E+05,1.79E+07,2.53E+06,6.64E+06,1,6.62,0.19,3.88,0.55,1.44,1.76E+07,9.40E+06,4.58E+06,1,0.53,0.26,3.84,42,4,4,Deamidation (NQ); 13C(6) 15N(2) Silac label; 13C(6) 15N(4) Silac label,17271,Transcription factor BTF3 homolog 4 OS=Homo sapiens GN=BTF3L4 PE=1 SV=1,0.35,5.17,2.05,1.87,Q96K17,BT3L4,HUMAN
