"","ensembl_transcript_short","UTR_ID","alternative_UTR","ensembl_transcript_id","gene_id","V1","V4","V5","V7","hgnc_symbol","ensembl_gene_id"
"3663","ENST00000617535","utr_61238","","ENST00000617535.4","TACC3-202","chr4",1723421,1723421,"+","TACC3","ENSG00000013810"
"3664","ENST00000617635","utr_302518","","ENST00000617635.2","BAG6-202","GL000255.2",2908243,2908519,"-","BAG6","ENSG00000096155"
"3665","ENST00000617635","utr_302519","","ENST00000617635.2","BAG6-202","GL000255.2",2907575,2907587,"-","BAG6","ENSG00000096155"
"3666","ENST00000617797","utr_108367","","ENST00000617797.1","CUL1-201","chr7",148729999,148730122,"+","CUL1","ENSG00000055130"
"3667","ENST00000617933","utr_123165","","ENST00000617933.1","CBWD7-202","chr9",41189259,41189436,"-","CBWD7","ENSG00000215126"
"3668","ENST00000618073","utr_102124","","ENST00000618073.1","PCLO-201","chr7",82879337,82879462,"-","PCLO","ENSG00000186472"
"3669","ENST00000618073","utr_102125","","ENST00000618073.1","PCLO-201","chr7",82847200,82847247,"-","PCLO","ENSG00000186472"
"3670","ENST00000618172","utr_263580","","ENST00000618172.4","DDX27-007","chr20",49219416,49219448,"+","DDX27","ENSG00000124228"
"3671","ENST00000618215","utr_295914","","ENST00000618215.3","PTPRK-019","KI270801.1",869693,869917,"-","PTPRK","ENSG00000273993"
"3672","ENST00000618217","utr_123354","","ENST00000618217.4","CBWD3-203","chr9",68241889,68242031,"+","CBWD3","ENSG00000196873"
"3673","ENST00000618441","utr_79631","alternative_5_UTR","ENST00000618441.5","MATR3-046","chr5",139293778,139294028,"+","MATR3","ENSG00000015479"
"3674","ENST00000618441","utr_79632","alternative_5_UTR","ENST00000618441.5","MATR3-046","chr5",139307239,139307415,"+","MATR3","ENSG00000015479"
"3675","ENST00000618456","utr_286233","","ENST00000618456.2","DDX24-204","KI270847.1",1195681,1195745,"-","DDX24","ENSG00000273761"
"3676","ENST00000618456","utr_286234","","ENST00000618456.2","DDX24-204","KI270847.1",1194305,1194309,"-","DDX24","ENSG00000273761"
"3677","ENST00000618765","utr_135190","alternative_5_UTR","ENST00000618765.1","RRP12-011","chr10",97401232,97401534,"-","RRP12","ENSG00000052749"
"3678","ENST00000618773","utr_175775","","ENST00000618773.4","UCHL3-201","chr13",75549480,75549682,"+","UCHL3","ENSG00000118939"
"3679","ENST00000618773","utr_175776","","ENST00000618773.4","UCHL3-201","chr13",75560753,75560806,"+","UCHL3","ENSG00000118939"
"3680","ENST00000618852","utr_4368","","ENST00000618852.4","WASF2-001","chr1",27489986,27490158,"-","WASF2","ENSG00000158195"
"3681","ENST00000618852","utr_4369","","ENST00000618852.4","WASF2-001","chr1",27428891,27428933,"-","WASF2","ENSG00000158195"
"3682","ENST00000618924","utr_295910","","ENST00000618924.4","PTPRK-003","KI270801.1",869693,870008,"-","PTPRK","ENSG00000273993"
"3683","ENST00000619256","utr_295912","","ENST00000619256.4","PTPRK-020","KI270801.1",869693,869810,"-","PTPRK","ENSG00000273993"
"3684","ENST00000619300","utr_173652","","ENST00000619300.4","PSPC1-201","chr13",19782917,19783019,"-","PSPC1","ENSG00000121390"
"3685","ENST00000619300","utr_173653","","ENST00000619300.4","PSPC1-201","chr13",19782758,19782791,"-","PSPC1","ENSG00000121390"
"3686","ENST00000619583","utr_286148","","ENST00000619583.3","UBR7-001","KI270847.1",321618,321853,"+","UBR7","ENSG00000278787"
"3687","ENST00000619833","utr_286236","","ENST00000619833.4","DDX24-205","KI270847.1",1176782,1176815,"-","DDX24","ENSG00000273761"
"3688","ENST00000619982","utr_47356","","ENST00000619982.4","DHX30-202","chr3",47819227,47819257,"+","DHX30","ENSG00000132153"
"3689","ENST00000620157","utr_154271","","ENST00000620157.4","DDX6-202","chr11",118790855,118790948,"-","DDX6","ENSG00000110367"
"3690","ENST00000620157","utr_154272","","ENST00000620157.4","DDX6-202","chr11",118786252,118786518,"-","DDX6","ENSG00000110367"
"3691","ENST00000620176","utr_286824","","ENST00000620176.4","NTAN1-001","KI270853.1",613615,613707,"+","NTAN1","ENSG00000275779"
"3692","ENST00000620230","utr_264429","","ENST00000620230.4","ADRM1-202","chr20",62302896,62303049,"+","ADRM1","ENSG00000130706"
"3693","ENST00000620230","utr_264430","","ENST00000620230.4","ADRM1-202","chr20",62303568,62303568,"+","ADRM1","ENSG00000130706"
"3694","ENST00000620290","utr_288273","","ENST00000620290.2","NSF-001","KI270908.1",1110346,1110452,"+","NSF","ENSG00000276262"
"3695","ENST00000620315","utr_132810","","ENST00000620315.1","DDX21-201","chr10",68956440,68956748,"+","DDX21","ENSG00000165732"
"3696","ENST00000620315","utr_132811","","ENST00000620315.1","DDX21-201","chr10",68959806,68959922,"+","DDX21","ENSG00000165732"
"3697","ENST00000620393","utr_115882","alternative_5_UTR","ENST00000620393.4","CPNE3-004","chr8",86514438,86514541,"+","CPNE3","ENSG00000085719"
"3698","ENST00000620393","utr_115883","alternative_5_UTR","ENST00000620393.4","CPNE3-004","chr8",86515462,86515499,"+","CPNE3","ENSG00000085719"
"3699","ENST00000620393","utr_115884","alternative_5_UTR","ENST00000620393.4","CPNE3-004","chr8",86524877,86524997,"+","CPNE3","ENSG00000085719"
"3700","ENST00000620393","utr_115885","alternative_5_UTR","ENST00000620393.4","CPNE3-004","chr8",86528536,86528545,"+","CPNE3","ENSG00000085719"
"3701","ENST00000620565","utr_240295","","ENST00000620565.4","UHRF1-001","chr19",4909430,4909473,"+","UHRF1","ENSG00000276043"
"3702","ENST00000620807","utr_179245","","ENST00000620807.4","GMPR2-202","chr14",24232422,24232788,"+","GMPR2","ENSG00000100938"
"3703","ENST00000620807","utr_179246","","ENST00000620807.4","GMPR2-202","chr14",24233219,24233253,"+","GMPR2","ENSG00000100938"
"3704","ENST00000621056","utr_301152","","ENST00000621056.2","BAG6-215","GL000254.2",2994296,2994572,"-","BAG6","ENSG00000234651"
"3705","ENST00000621056","utr_301153","","ENST00000621056.2","BAG6-215","GL000254.2",2993630,2993642,"-","BAG6","ENSG00000234651"
"3706","ENST00000621245","utr_115890","alternative_5_UTR","ENST00000621245.4","CPNE3-007","chr8",86514459,86514573,"+","CPNE3","ENSG00000085719"
"3707","ENST00000621245","utr_115891","alternative_5_UTR","ENST00000621245.4","CPNE3-007","chr8",86515462,86515499,"+","CPNE3","ENSG00000085719"
"3708","ENST00000621245","utr_115892","alternative_5_UTR","ENST00000621245.4","CPNE3-007","chr8",86528536,86528545,"+","CPNE3","ENSG00000085719"
"3709","ENST00000621318","utr_103878","","ENST00000621318.4","MCM7-202","chr7",100101264,100101940,"-","MCM7","ENSG00000166508"
"3710","ENST00000621318","utr_103879","","ENST00000621318.4","MCM7-202","chr7",100100014,100100093,"-","MCM7","ENSG00000166508"
"3711","ENST00000621318","utr_103880","","ENST00000621318.4","MCM7-202","chr7",100099589,100099753,"-","MCM7","ENSG00000166508"
"3712","ENST00000621318","utr_103881","","ENST00000621318.4","MCM7-202","chr7",100099077,100099403,"-","MCM7","ENSG00000166508"
"3713","ENST00000621345","utr_136431","","ENST00000621345.4","CASP7-204","chr10",113679162,113679349,"+","CASP7","ENSG00000165806"
"3714","ENST00000621396","utr_123381","","ENST00000621396.4","CBWD3-014","chr9",68241951,68242031,"+","CBWD3","ENSG00000196873"
"3715","ENST00000621474","utr_123372","","ENST00000621474.4","CBWD3-010","chr9",68241949,68242031,"+","CBWD3","ENSG00000196873"
"3716","ENST00000621526","utr_115886","alternative_5_UTR","ENST00000621526.4","CPNE3-005","chr8",86514443,86514541,"+","CPNE3","ENSG00000085719"
"3717","ENST00000621526","utr_115887","alternative_5_UTR","ENST00000621526.4","CPNE3-005","chr8",86515462,86515499,"+","CPNE3","ENSG00000085719"
"3718","ENST00000621526","utr_115888","alternative_5_UTR","ENST00000621526.4","CPNE3-005","chr8",86524709,86524814,"+","CPNE3","ENSG00000085719"
"3719","ENST00000621526","utr_115889","alternative_5_UTR","ENST00000621526.4","CPNE3-005","chr8",86528536,86528545,"+","CPNE3","ENSG00000085719"
"3720","ENST00000621632","utr_186047","","ENST00000621632.4","DDX24-001","chr14",94081119,94081245,"-","DDX24","ENSG00000089737"
"3721","ENST00000621632","utr_186048","","ENST00000621632.4","DDX24-001","chr14",94079743,94079747,"-","DDX24","ENSG00000089737"
"3722","ENST00000621696","utr_263718","","ENST00000621696.4","ADNP-201","chr20",50930826,50930990,"-","ADNP","ENSG00000101126"
"3723","ENST00000621696","utr_263719","","ENST00000621696.4","ADNP-201","chr20",50928651,50928825,"-","ADNP","ENSG00000101126"
"3724","ENST00000621696","utr_263720","","ENST00000621696.4","ADNP-201","chr20",50904766,50904849,"-","ADNP","ENSG00000101126"
"3725","ENST00000621696","utr_263721","","ENST00000621696.4","ADNP-201","chr20",50903997,50904001,"-","ADNP","ENSG00000101126"
"3726","ENST00000621720","utr_295940","","ENST00000621720.2","PTPRK-008","KI270801.1",869693,869899,"-","PTPRK","ENSG00000273993"
"3727","ENST00000621783","utr_115880","alternative_5_UTR","ENST00000621783.4","CPNE3-003","chr8",86514437,86514541,"+","CPNE3","ENSG00000085719"
"3728","ENST00000621783","utr_115881","alternative_5_UTR","ENST00000621783.4","CPNE3-003","chr8",86528536,86528545,"+","CPNE3","ENSG00000085719"
"3729","ENST00000621946","utr_49894","","ENST00000621946.4","ITIH3-201","chr3",52794768,52794803,"+","ITIH3","ENSG00000162267"
"3730","ENST00000622074","utr_188793","","ENST00000622074.1","GREM1-001","chr15",32717974,32718161,"+","GREM1","ENSG00000166923"
"3731","ENST00000622074","utr_188794","","ENST00000622074.1","GREM1-001","chr15",32730690,32730690,"+","GREM1","ENSG00000166923"
"3732","ENST00000622259","utr_277702","","ENST00000622259.4","SNX12-201","chrX",71068307,71068448,"-","SNX12","ENSG00000147164"
"3733","ENST00000622277","utr_277706","","ENST00000622277.4","SNX12-202","chrX",71073277,71073426,"-","SNX12","ENSG00000147164"
"3734","ENST00000622277","utr_277707","","ENST00000622277.4","SNX12-202","chrX",71068307,71068322,"-","SNX12","ENSG00000147164"
"3735","ENST00000622320","utr_135195","alternative_5_UTR","ENST00000622320.4","RRP12-013","chr10",97426023,97426074,"-","RRP12","ENSG00000052749"
"3736","ENST00000622320","utr_135196","alternative_5_UTR","ENST00000622320.4","RRP12-013","chr10",97409662,97409859,"-","RRP12","ENSG00000052749"
"3737","ENST00000622320","utr_135197","alternative_5_UTR","ENST00000622320.4","RRP12-013","chr10",97409524,97409581,"-","RRP12","ENSG00000052749"
"3738","ENST00000622320","utr_135198","alternative_5_UTR","ENST00000622320.4","RRP12-013","chr10",97401232,97401368,"-","RRP12","ENSG00000052749"
"3739","ENST00000622455","utr_305050","","ENST00000622455.4","SCRIB-001","KI270816.1",292420,292426,"-","SCRIB","ENSG00000274287"
"3740","ENST00000622530","utr_263576","","ENST00000622530.4","DDX27-201","chr20",49219295,49219355,"+","DDX27","ENSG00000124228"
"3741","ENST00000622611","utr_175935","","ENST00000622611.4","RBM26-202","chr13",79405775,79406221,"-","RBM26","ENSG00000139746"
"3742","ENST00000622629","utr_26682","","ENST00000622629.4","MSH6-205","chr2",47783082,47783493,"+","MSH6","ENSG00000116062"
"3743","ENST00000622629","utr_26683","","ENST00000622629.4","MSH6-205","chr2",47790927,47791123,"+","MSH6","ENSG00000116062"
"3744","ENST00000622629","utr_26684","","ENST00000622629.4","MSH6-205","chr2",47795894,47796063,"+","MSH6","ENSG00000116062"
"3745","ENST00000622629","utr_26685","","ENST00000622629.4","MSH6-205","chr2",47798611,47801079,"+","MSH6","ENSG00000116062"
"3746","ENST00000622755","utr_123411","","ENST00000622755.4","CBWD3-008","chr9",68241985,68242031,"+","CBWD3","ENSG00000196873"
"3747","ENST00000622786","utr_186056","","ENST00000622786.4","DDX24-202","chr14",94062220,94062253,"-","DDX24","ENSG00000089737"
"3748","ENST00000622802","utr_240304","","ENST00000622802.4","UHRF1-003","chr19",4910367,4910846,"+","UHRF1","ENSG00000276043"
"3749","ENST00000622833","utr_202869","","ENST00000622833.4","NTAN1-201","chr16",15055891,15056079,"-","NTAN1","ENSG00000157045"
"3750","ENST00000622833","utr_202870","","ENST00000622833.4","NTAN1-201","chr16",15047486,15047550,"-","NTAN1","ENSG00000157045"
"3751","ENST00000622892","utr_223109","","ENST00000622892.4","PSME3-202","chr17",42833142,42833631,"+","PSME3","ENSG00000131467"
"3752","ENST00000622937","utr_71371","","ENST00000622937.3","ACSL1-201","chr4",184808292,184808601,"-","ACSL1","ENSG00000151726"
"3753","ENST00000622937","utr_71372","","ENST00000622937.3","ACSL1-201","chr4",184803320,184803546,"-","ACSL1","ENSG00000151726"
"3754","ENST00000622937","utr_71373","","ENST00000622937.3","ACSL1-201","chr4",184788617,184788731,"-","ACSL1","ENSG00000151726"
"3755","ENST00000622937","utr_71374","","ENST00000622937.3","ACSL1-201","chr4",184788379,184788513,"-","ACSL1","ENSG00000151726"
"3756","ENST00000622937","utr_71375","","ENST00000622937.3","ACSL1-201","chr4",184783927,184783991,"-","ACSL1","ENSG00000151726"
"3757","ENST00000622937","utr_71376","","ENST00000622937.3","ACSL1-201","chr4",184780332,184780433,"-","ACSL1","ENSG00000151726"
"3758","ENST00000622937","utr_71377","","ENST00000622937.3","ACSL1-201","chr4",184776948,184776983,"-","ACSL1","ENSG00000151726"
"3759","ENST00000624234","utr_271601","","ENST00000624234.3","EIF3L-201","chr22",37849372,37849449,"+","EIF3L","ENSG00000100129"
"3760","ENST00000624301","utr_240298","","ENST00000624301.3","UHRF1-201","chr19",4909498,4909655,"+","UHRF1","ENSG00000276043"
"3761","ENST00000624301","utr_240299","","ENST00000624301.3","UHRF1-201","chr19",4910876,4910885,"+","UHRF1","ENSG00000276043"
"3762","ENST00000624579","utr_202865","","ENST00000624579.3","NTAN1-202","chr16",15055891,15056079,"-","NTAN1","ENSG00000157045"
"3763","ENST00000624579","utr_202866","","ENST00000624579.3","NTAN1-202","chr16",15047855,15047920,"-","NTAN1","ENSG00000157045"
"3764","ENST00000624579","utr_202867","","ENST00000624579.3","NTAN1-202","chr16",15047486,15047550,"-","NTAN1","ENSG00000157045"
"3765","ENST00000625359","utr_174697","","ENST00000625359.1","ELF1-004","chr13",40982055,40982225,"-","ELF1","ENSG00000120690"
"3766","ENST00000625760","utr_295916","","ENST00000625760.2","PTPRK-004","KI270801.1",869693,869950,"-","PTPRK","ENSG00000273993"
"3767","ENST00000626330","utr_286230","","ENST00000626330.2","DDX24-003","KI270847.1",1195681,1195764,"-","DDX24","ENSG00000273761"
"3768","ENST00000626330","utr_286231","","ENST00000626330.2","DDX24-003","KI270847.1",1177152,1177183,"-","DDX24","ENSG00000273761"
"3769","ENST00000626594","utr_295919","","ENST00000626594.2","PTPRK-018","KI270801.1",869693,869917,"-","PTPRK","ENSG00000273993"
"3770","ENST00000626883","utr_287937","","ENST00000626883.2","NSF-008","GL000258.2",1588513,1588594,"+","NSF","ENSG00000278174"
"3771","ENST00000626883","utr_287938","","ENST00000626883.2","NSF-008","GL000258.2",1610276,1610278,"+","NSF","ENSG00000278174"
"3772","ENST00000627368","utr_81195","","ENST00000627368.2","DCTN4-201","chr5",150758994,150759035,"-","DCTN4","ENSG00000132912"
"3773","ENST00000627768","utr_295943","","ENST00000627768.1","PTPRK-022","KI270801.1",869693,869933,"-","PTPRK","ENSG00000273993"
"3774","ENST00000627873","utr_287935","","ENST00000627873.2","NSF-009","GL000258.2",1577091,1577317,"+","NSF","ENSG00000278174"
"3775","ENST00000627873","utr_287936","","ENST00000627873.2","NSF-009","GL000258.2",1610276,1610278,"+","NSF","ENSG00000278174"
"3776","ENST00000628088","utr_286150","","ENST00000628088.2","UBR7-004","KI270847.1",321803,321853,"+","UBR7","ENSG00000278787"
"3777","ENST00000628472","utr_295938","","ENST00000628472.1","PTPRK-017","KI270801.1",869693,869921,"-","PTPRK","ENSG00000273993"
"3778","ENST00000628506","utr_287941","","ENST00000628506.2","NSF-011","GL000258.2",1699040,1699252,"+","NSF","ENSG00000278174"
"3779","ENST00000628506","utr_287942","","ENST00000628506.2","NSF-011","GL000258.2",1699744,1699832,"+","NSF","ENSG00000278174"
"3780","ENST00000628619","utr_53797","","ENST00000628619.1","UMPS-201","chr3",124730445,124730471,"+","UMPS","ENSG00000114491"
"3781","ENST00000628684","utr_192760","","ENST00000628684.2","SLTM-201","chr15",58933566,58933598,"-","SLTM","ENSG00000137776"
"3782","ENST00000628895","utr_287931","","ENST00000628895.2","NSF-010","GL000258.2",1576825,1576845,"+","NSF","ENSG00000278174"
"3783","ENST00000628912","utr_60929","","ENST00000628912.1","GAK-202","chr4",932188,932327,"-","GAK","ENSG00000178950"
"3784","ENST00000628984","utr_284351","alternative_5_UTR","ENST00000628984.1","RCC2-002","KN538361.1",283738,283784,"-","RCC2","ENSG00000281540"
"3785","ENST00000629575","utr_122172","","ENST00000629575.2","UBAP2-006","chr9",34048825,34048887,"-","UBAP2","ENSG00000137073"
"3786","ENST00000629575","utr_122173","","ENST00000629575.2","UBAP2-006","chr9",33998850,33998864,"-","UBAP2","ENSG00000137073"
"3787","ENST00000629893","utr_7322","","ENST00000629893.1","NASP-202","chr1",45584065,45584146,"+","NASP","ENSG00000132780"
"3788","ENST00000630635","utr_286151","","ENST00000630635.2","UBR7-003","KI270847.1",321805,321853,"+","UBR7","ENSG00000278787"
"3789","ENST00000631020","utr_254698","","ENST00000631020.2","PNKP-017","chr19",49867205,49867258,"-","PNKP","ENSG00000039650"
"3790","ENST00000631021","utr_284348","","ENST00000631021.2","RCC2-001","KN538361.1",284768,284947,"-","RCC2","ENSG00000281540"
"3791","ENST00000631021","utr_284349","","ENST00000631021.2","RCC2-001","KN538361.1",283738,283745,"-","RCC2","ENSG00000281540"
"3792","ENST00000631254","utr_287939","","ENST00000631254.2","NSF-005","GL000258.2",1610068,1610278,"+","NSF","ENSG00000278174"
"3793","ENST00000631534","utr_287237","","ENST00000631534.1","CORO7-009","KI270855.1",118842,118950,"-","CORO7","ENSG00000282725"
"3794","ENST00000631578","utr_287276","","ENST00000631578.1","CORO7-019","KI270855.1",118803,118949,"-","CORO7","ENSG00000282725"
"3795","ENST00000631578","utr_287277","","ENST00000631578.1","CORO7-019","KI270855.1",110504,110520,"-","CORO7","ENSG00000282725"
"3796","ENST00000631578","utr_287278","","ENST00000631578.1","CORO7-019","KI270855.1",109824,110007,"-","CORO7","ENSG00000282725"
"3797","ENST00000631578","utr_287279","","ENST00000631578.1","CORO7-019","KI270855.1",107879,107890,"-","CORO7","ENSG00000282725"
"3798","ENST00000631580","utr_286826","","ENST00000631580.1","NTAN1-006","KI270853.1",613625,613788,"+","NTAN1","ENSG00000275779"
"3799","ENST00000631580","utr_286827","","ENST00000631580.1","NTAN1-006","KI270853.1",622129,622193,"+","NTAN1","ENSG00000275779"
"3800","ENST00000631678","utr_287269","","ENST00000631678.1","CORO7-017","KI270855.1",118842,118952,"-","CORO7","ENSG00000282725"
"3801","ENST00000631789","utr_286968","","ENST00000631789.1","NDE1-003","KI270853.1",1308268,1308305,"+","NDE1","ENSG00000275911"
"3802","ENST00000631789","utr_286969","","ENST00000631789.1","NDE1-003","KI270853.1",1322747,1322789,"+","NDE1","ENSG00000275911"
"3803","ENST00000631809","utr_287270","alternative_5_UTR","ENST00000631809.1","CORO7-020","KI270855.1",118782,118920,"-","CORO7","ENSG00000282725"
